IB connected 127.0.0.1:4002 (PAPER)  accounts=['DUQ159823']  serverVersion=178
Error 10090, reqId 85: Part of requested market data is not subscribed. Subscription-independent ticks are still active.Delayed market data is available.SPX S&P 500 Stock Index/TOP/ALL, contract: Option(conId=900383305, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7620.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07620000', tradingClass='SPXW')
Error 10197, reqId 125: No market data during competing live session, contract: Option(conId=897222484, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7725.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07725000', tradingClass='SPXW')
Error 10197, reqId 92: No market data during competing live session, contract: Option(conId=900383091, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7640.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07640000', tradingClass='SPXW')
Error 10197, reqId 126: No market data during competing live session, contract: Option(conId=897222017, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7725.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07725000', tradingClass='SPXW')
Error 10197, reqId 157: No market data during competing live session, contract: Option(conId=907861947, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7805.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07805000', tradingClass='SPXW')
Error 10197, reqId 184: No market data during competing live session, contract: Option(conId=897221989, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7625.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07625000', tradingClass='SPXW')
Error 10197, reqId 117: No market data during competing live session, contract: Option(conId=907464546, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7705.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07705000', tradingClass='SPXW')
Error 10197, reqId 131: No market data during competing live session, contract: Option(conId=907464552, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7740.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07740000', tradingClass='SPXW')
Error 10197, reqId 138: No market data during competing live session, contract: Option(conId=907861088, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7755.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07755000', tradingClass='SPXW')
Error 10197, reqId 91: No market data during competing live session, contract: Option(conId=900383354, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7640.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07640000', tradingClass='SPXW')
Error 10197, reqId 86: No market data during competing live session, contract: Option(conId=900383060, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7620.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07620000', tradingClass='SPXW')
Error 10197, reqId 183: No market data during competing live session, contract: Option(conId=897222456, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7625.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07625000', tradingClass='SPXW')
Error 10197, reqId 116: No market data during competing live session, contract: Option(conId=897222011, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7700.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07700000', tradingClass='SPXW')
Error 10197, reqId 120: No market data during competing live session, contract: Option(conId=900713988, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7710.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07710000', tradingClass='SPXW')
Error 10197, reqId 151: No market data during competing live session, contract: Option(conId=907464572, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7790.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07790000', tradingClass='SPXW')
Error 10197, reqId 112: No market data during competing live session, contract: Option(conId=900713970, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7690.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07690000', tradingClass='SPXW')
Error 10197, reqId 99: No market data during competing live session, contract: Option(conId=900383375, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7660.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07660000', tradingClass='SPXW')
Error 10197, reqId 139: No market data during competing live session, contract: Option(conId=907464557, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7760.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07760000', tradingClass='SPXW')
Error 10197, reqId 97: No market data during competing live session, contract: Option(conId=907121752, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7655.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07655000', tradingClass='SPXW')
Error 10197, reqId 126: No market data during competing live session, contract: Option(conId=897222017, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7725.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07725000', tradingClass='SPXW')
Error 10197, reqId 157: No market data during competing live session, contract: Option(conId=907861947, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7805.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07805000', tradingClass='SPXW')
Error 10197, reqId 117: No market data during competing live session, contract: Option(conId=907464546, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7705.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07705000', tradingClass='SPXW')
Error 10197, reqId 86: No market data during competing live session, contract: Option(conId=900383060, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7620.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07620000', tradingClass='SPXW')
Error 10197, reqId 120: No market data during competing live session, contract: Option(conId=900713988, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7710.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07710000', tradingClass='SPXW')
Error 10197, reqId 126: No market data during competing live session, contract: Option(conId=897222017, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7725.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07725000', tradingClass='SPXW')
Error 10197, reqId 157: No market data during competing live session, contract: Option(conId=907861947, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7805.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07805000', tradingClass='SPXW')
Error 10197, reqId 117: No market data during competing live session, contract: Option(conId=907464546, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7705.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07705000', tradingClass='SPXW')
Error 10197, reqId 86: No market data during competing live session, contract: Option(conId=900383060, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7620.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07620000', tradingClass='SPXW')
Error 10197, reqId 120: No market data during competing live session, contract: Option(conId=900713988, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7710.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07710000', tradingClass='SPXW')
Error 10197, reqId 97: No market data during competing live session, contract: Option(conId=907121752, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7655.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07655000', tradingClass='SPXW')
Error 10197, reqId 106: No market data during competing live session, contract: Option(conId=897222001, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7675.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07675000', tradingClass='SPXW')
Error 10197, reqId 133: No market data during competing live session, contract: Option(conId=907861721, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7745.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07745000', tradingClass='SPXW')
Error 10197, reqId 137: No market data during competing live session, contract: Option(conId=907861770, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7755.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07755000', tradingClass='SPXW')
Error 10197, reqId 147: No market data during competing live session, contract: Option(conId=907464569, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7780.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07780000', tradingClass='SPXW')
Error 10197, reqId 186: No market data during competing live session, contract: Option(conId=900383080, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7630.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07630000', tradingClass='SPXW')
Error 10197, reqId 154: No market data during competing live session, contract: Option(conId=907861229, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7795.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07795000', tradingClass='SPXW')
Error 10197, reqId 95: No market data during competing live session, contract: Option(conId=897222464, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7650.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07650000', tradingClass='SPXW')
Error 10197, reqId 145: No market data during competing live session, contract: Option(conId=898729269, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7775.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07775000', tradingClass='SPXW')
Error 10197, reqId 161: No market data during competing live session, contract: Option(conId=907862005, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7815.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07815000', tradingClass='SPXW')
Error 10197, reqId 159: No market data during competing live session, contract: Option(conId=907861981, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7810.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07810000', tradingClass='SPXW')
Error 10197, reqId 123: No market data during competing live session, contract: Option(conId=900714088, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7720.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07720000', tradingClass='SPXW')
Error 10197, reqId 160: No market data during competing live session, contract: Option(conId=907861307, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7810.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07810000', tradingClass='SPXW')
Error 10197, reqId 99: No market data during competing live session, contract: Option(conId=900383375, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7660.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07660000', tradingClass='SPXW')
Error 10197, reqId 139: No market data during competing live session, contract: Option(conId=907464557, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7760.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07760000', tradingClass='SPXW')
Error 10197, reqId 134: No market data during competing live session, contract: Option(conId=907861040, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7745.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07745000', tradingClass='SPXW')
Error 10197, reqId 114: No market data during competing live session, contract: Option(conId=907464503, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7695.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07695000', tradingClass='SPXW')
Error 10197, reqId 153: No market data during competing live session, contract: Option(conId=907861930, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7795.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07795000', tradingClass='SPXW')
Error 10197, reqId 124: No market data during competing live session, contract: Option(conId=900713995, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7720.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07720000', tradingClass='SPXW')
Error 10197, reqId 142: No market data during competing live session, contract: Option(conId=907861134, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7765.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07765000', tradingClass='SPXW')
Error 10197, reqId 113: No market data during competing live session, contract: Option(conId=907464542, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7695.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07695000', tradingClass='SPXW')
Error 10197, reqId 101: No market data during competing live session, contract: Option(conId=907464532, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7665.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07665000', tradingClass='SPXW')
Error 10197, reqId 85: No market data during competing live session, contract: Option(conId=900383305, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7620.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07620000', tradingClass='SPXW')
Error 10197, reqId 112: No market data during competing live session, contract: Option(conId=900713970, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7690.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07690000', tradingClass='SPXW')
Error 10197, reqId 110: No market data during competing live session, contract: Option(conId=907464498, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7685.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07685000', tradingClass='SPXW')
Error 10197, reqId 119: No market data during competing live session, contract: Option(conId=900714075, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7710.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07710000', tradingClass='SPXW')
Error 10197, reqId 151: No market data during competing live session, contract: Option(conId=907464572, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7790.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07790000', tradingClass='SPXW')
Error 10197, reqId 155: No market data during competing live session, contract: Option(conId=897222494, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7800.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07800000', tradingClass='SPXW')
Error 10197, reqId 109: No market data during competing live session, contract: Option(conId=907464539, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7685.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07685000', tradingClass='SPXW')
Error 10197, reqId 183: No market data during competing live session, contract: Option(conId=897222456, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7625.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07625000', tradingClass='SPXW')
Error 10197, reqId 116: No market data during competing live session, contract: Option(conId=897222011, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7700.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07700000', tradingClass='SPXW')
Error 10197, reqId 136: No market data during competing live session, contract: Option(conId=898728019, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7750.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07750000', tradingClass='SPXW')
Error 10197, reqId 120: No market data during competing live session, contract: Option(conId=900713988, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7710.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07710000', tradingClass='SPXW')
Error 10197, reqId 158: No market data during competing live session, contract: Option(conId=907861261, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7805.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07805000', tradingClass='SPXW')
Error 10197, reqId 98: No market data during competing live session, contract: Option(conId=907121178, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7655.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07655000', tradingClass='SPXW')
Error 10197, reqId 146: No market data during competing live session, contract: Option(conId=898728047, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7775.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07775000', tradingClass='SPXW')
Error 10197, reqId 89: No market data during competing live session, contract: Option(conId=907121689, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7635.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07635000', tradingClass='SPXW')
Error 10197, reqId 150: No market data during competing live session, contract: Option(conId=907861189, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7785.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07785000', tradingClass='SPXW')
Error 10197, reqId 104: No market data during competing live session, contract: Option(conId=900383127, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7670.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07670000', tradingClass='SPXW')
Error 10197, reqId 178: No market data during competing live session, contract: Option(conId=907861430, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7840.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07840000', tradingClass='SPXW')
Error 10197, reqId 100: No market data during competing live session, contract: Option(conId=900383116, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7660.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07660000', tradingClass='SPXW')
Error 10197, reqId 105: No market data during competing live session, contract: Option(conId=897222474, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7675.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07675000', tradingClass='SPXW')
Error 10197, reqId 162: No market data during competing live session, contract: Option(conId=907861336, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7815.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07815000', tradingClass='SPXW')
Error 10197, reqId 157: No market data during competing live session, contract: Option(conId=907861947, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7805.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07805000', tradingClass='SPXW')
Error 10197, reqId 96: No market data during competing live session, contract: Option(conId=897221999, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7650.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07650000', tradingClass='SPXW')
Error 10197, reqId 111: No market data during competing live session, contract: Option(conId=900714065, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7690.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07690000', tradingClass='SPXW')
Error 10197, reqId 138: No market data during competing live session, contract: Option(conId=907861088, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7755.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07755000', tradingClass='SPXW')
Error 10197, reqId 166: No market data during competing live session, contract: Option(conId=898728085, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7825.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07825000', tradingClass='SPXW')
Error 10197, reqId 107: No market data during competing live session, contract: Option(conId=900383414, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7680.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07680000', tradingClass='SPXW')
Error 10197, reqId 115: No market data during competing live session, contract: Option(conId=897222479, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7700.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07700000', tradingClass='SPXW')
Error 10197, reqId 91: No market data during competing live session, contract: Option(conId=900383354, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7640.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07640000', tradingClass='SPXW')
Error 10197, reqId 90: No market data during competing live session, contract: Option(conId=907121104, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7635.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07635000', tradingClass='SPXW')
Error 10197, reqId 141: No market data during competing live session, contract: Option(conId=907861817, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7765.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07765000', tradingClass='SPXW')
Error 10197, reqId 127: No market data during competing live session, contract: Option(conId=907121807, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7730.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07730000', tradingClass='SPXW')
Error 10197, reqId 122: No market data during competing live session, contract: Option(conId=907464509, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7715.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07715000', tradingClass='SPXW')
Error 10197, reqId 177: No market data during competing live session, contract: Option(conId=907862088, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7840.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07840000', tradingClass='SPXW')
Error 10197, reqId 132: No market data during competing live session, contract: Option(conId=907464512, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7740.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07740000', tradingClass='SPXW')
Error 10197, reqId 144: No market data during competing live session, contract: Option(conId=907464522, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7770.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07770000', tradingClass='SPXW')
Error 10197, reqId 184: No market data during competing live session, contract: Option(conId=897221989, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7625.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07625000', tradingClass='SPXW')
Error 10197, reqId 126: No market data during competing live session, contract: Option(conId=897222017, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7725.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07725000', tradingClass='SPXW')
Error 10197, reqId 130: No market data during competing live session, contract: Option(conId=907860995, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7735.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07735000', tradingClass='SPXW')
Error 10197, reqId 125: No market data during competing live session, contract: Option(conId=897222484, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7725.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07725000', tradingClass='SPXW')
Error 10197, reqId 140: No market data during competing live session, contract: Option(conId=907464517, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7760.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07760000', tradingClass='SPXW')
Error 10197, reqId 152: No market data during competing live session, contract: Option(conId=907464529, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7790.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07790000', tradingClass='SPXW')
Error 10197, reqId 103: No market data during competing live session, contract: Option(conId=900383390, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7670.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07670000', tradingClass='SPXW')
Error 10197, reqId 149: No market data during competing live session, contract: Option(conId=907861880, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7785.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07785000', tradingClass='SPXW')
Error 10197, reqId 94: No market data during competing live session, contract: Option(conId=907121138, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7645.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07645000', tradingClass='SPXW')
Error 10197, reqId 165: No market data during competing live session, contract: Option(conId=898729322, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7825.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07825000', tradingClass='SPXW')
Error 10197, reqId 156: No market data during competing live session, contract: Option(conId=897222020, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7800.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07800000', tradingClass='SPXW')
Error 10197, reqId 131: No market data during competing live session, contract: Option(conId=907464552, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7740.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07740000', tradingClass='SPXW')
Error 10197, reqId 86: No market data during competing live session, contract: Option(conId=900383060, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7620.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07620000', tradingClass='SPXW')
Error 10197, reqId 128: No market data during competing live session, contract: Option(conId=907121236, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7730.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07730000', tradingClass='SPXW')
Error 10197, reqId 185: No market data during competing live session, contract: Option(conId=900383325, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7630.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07630000', tradingClass='SPXW')
Error 10197, reqId 92: No market data during competing live session, contract: Option(conId=900383091, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7640.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07640000', tradingClass='SPXW')
Error 10197, reqId 143: No market data during competing live session, contract: Option(conId=907464566, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7770.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07770000', tradingClass='SPXW')
Error 10197, reqId 117: No market data during competing live session, contract: Option(conId=907464546, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7705.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07705000', tradingClass='SPXW')
Error 10197, reqId 86: No market data during competing live session, contract: Option(conId=900383060, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7620.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07620000', tradingClass='SPXW')
Error 10197, reqId 120: No market data during competing live session, contract: Option(conId=900713988, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7710.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07710000', tradingClass='SPXW')
Error 10197, reqId 157: No market data during competing live session, contract: Option(conId=907861947, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7805.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07805000', tradingClass='SPXW')
Error 10197, reqId 126: No market data during competing live session, contract: Option(conId=897222017, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7725.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07725000', tradingClass='SPXW')
Error 10197, reqId 117: No market data during competing live session, contract: Option(conId=907464546, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7705.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07705000', tradingClass='SPXW')
Error 10197, reqId 186: No market data during competing live session, contract: Option(conId=900383080, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7630.0, right='C', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806C07630000', tradingClass='SPXW')
Error 10197, reqId 159: No market data during competing live session, contract: Option(conId=907861981, symbol='SPX', lastTradeDateOrContractMonth='20260806', strike=7810.0, right='P', multiplier='100', exchange='SMART', currency='USD', localSymbol='SPXW  260806P07810000', tradingClass='SPXW')
