dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,Date,yr,gap,vix_prev
L,BULL,True,-242.5,14.62,12,4.5,7.25,-6.75,13,2011-07-26,2011,0.037,19.35
S,BULL,False,657.5,14.12,59,4.25,3.25,13.5,10,2011-07-27,2011,0.25,20.23
S,BULL,False,-242.5,14.75,8,4.5,6.5,9.0,09,2011-07-28,2011,0.076,22.98
S,BULL,False,-230.0,14.4,4,4.25,12.75,-4.5,09,2011-07-29,2011,0.66,23.74
L,NEUTRAL,False,-230.0,14.4,15,4.25,9.0,-1.75,13,2011-07-29,2011,0.66,23.74
L,NEUTRAL,False,-242.5,15.38,2,4.5,11.25,-1.75,09,2011-08-01,2011,0.547,25.25
S,BEAR,True,1120.0,17.15,46,5.25,1.25,22.75,11,2011-08-02,2011,0.333,23.66
S,NEUTRAL,False,770.0,17.15,23,5.25,1.25,15.75,13,2011-08-02,2011,0.333,23.66
L,BULL,True,-305.0,18.88,3,5.75,6.25,1.5,13,2011-08-03,2011,0.221,24.79
S,BEAR,True,-330.0,20.9,4,6.25,6.25,22.25,11,2011-08-04,2011,0.779,23.38
L,BEAR,False,-380.0,23.98,1,7.25,17.75,16.5,10,2011-08-05,2011,0.668,31.66
S,BEAR,True,-442.5,28.2,1,8.5,10.75,45.5,10,2011-08-08,2011,1.793,32.0
L,NEUTRAL,False,-517.5,33.73,39,10.0,43.5,31.0,09,2011-08-09,2011,1.332,48.0
S,BULL,False,-517.5,33.73,45,10.0,27.5,-23.5,11,2011-08-09,2011,1.332,48.0
L,BEAR,False,-630.0,40.62,62,12.25,16.75,-6.75,09,2011-08-10,2011,1.302,35.06
L,BULL,True,-630.0,40.62,3,12.25,33.25,-23.25,13,2011-08-10,2011,1.302,35.06
S,BULL,False,-655.0,42.62,26,12.75,41.75,-25.75,09,2011-08-11,2011,0.181,42.99
S,BEAR,True,70.0,46.95,66,14.0,8.0,1.75,09,2011-08-12,2011,0.584,39.0
S,BULL,False,-55.0,46.65,67,14.0,6.0,-0.75,09,2011-08-15,2011,0.514,36.36
S,NEUTRAL,False,-280.0,46.65,42,14.0,10.5,-5.25,11,2011-08-15,2011,0.514,36.36
L,BULL,True,182.5,46.65,31,14.0,0.75,4.0,12,2011-08-15,2011,0.514,36.36
S,BULL,False,45.0,44.92,65,13.5,8.25,1.25,09,2011-08-16,2011,0.388,31.87
S,BEAR,True,-455.0,44.92,32,13.5,13.0,-8.75,12,2011-08-16,2011,0.388,31.87
L,NEUTRAL,False,-680.0,44.0,15,13.25,20.5,-12.5,09,2011-08-17,2011,0.255,32.85
L,BEAR,False,-667.5,43.75,62,13.0,13.5,2.25,09,2011-08-18,2011,1.612,31.58
S,NEUTRAL,False,670.0,42.25,44,12.75,3.0,13.75,11,2011-08-19,2011,1.102,42.67
S,BULL,False,770.0,42.25,36,12.75,0.5,15.75,12,2011-08-19,2011,1.102,42.67
L,BEAR,False,-630.0,40.45,17,12.25,14.75,-9.25,09,2011-08-22,2011,1.24,43.05
L,NEUTRAL,False,1132.5,36.38,64,11.0,3.75,23.0,09,2011-08-23,2011,0.111,42.44
S,NEUTRAL,False,-217.5,32.58,66,9.75,9.25,-4.0,09,2011-08-24,2011,0.109,36.27
L,BEAR,False,-480.0,30.55,3,9.25,13.25,-9.0,09,2011-08-25,2011,0.543,35.9
L,BULL,True,507.5,28.0,53,8.5,1.0,10.5,10,2011-08-26,2011,0.342,39.76
L,BULL,True,57.5,28.0,42,8.5,7.5,1.5,11,2011-08-26,2011,0.342,39.76
L,BULL,True,470.0,30.77,44,9.25,0.5,9.75,11,2011-08-29,2011,0.785,35.59
L,BULL,True,-167.5,31.02,45,9.25,6.0,-3.0,11,2011-08-30,2011,0.306,32.28
L,NEUTRAL,False,-480.0,31.15,14,9.25,13.25,-1.75,12,2011-08-31,2011,0.76,32.89
S,BEAR,True,220.0,30.85,21,9.25,4.25,4.75,13,2011-09-01,2011,0.079,31.62
S,BULL,False,670.0,30.35,55,9.0,1.5,13.75,10,2011-09-02,2011,1.202,31.82
L,NEUTRAL,False,1170.0,27.35,67,8.25,2.5,23.75,09,2011-09-06,2011,0.413,33.92
L,BULL,True,670.0,27.35,38,8.25,0.25,13.75,12,2011-09-06,2011,0.413,33.92
L,BULL,True,795.0,26.1,66,7.75,1.75,16.25,09,2011-09-07,2011,0.94,37.0
S,BULL,False,607.5,25.98,64,7.75,4.75,12.5,09,2011-09-08,2011,0.495,33.38
S,BEAR,True,70.0,25.98,16,7.75,2.25,1.75,13,2011-09-08,2011,0.495,33.38
L,BEAR,False,-392.5,24.6,15,7.5,7.5,4.0,12,2011-09-09,2011,0.807,34.32
L,BEAR,False,232.5,23.73,66,7.0,6.0,5.0,09,2011-09-13,2011,0.054,38.59
L,BEAR,False,1057.5,23.2,68,7.0,1.25,21.5,09,2011-09-14,2011,0.377,36.91
L,NEUTRAL,False,482.5,25.07,28,7.5,0.25,10.0,12,2011-09-15,2011,0.693,34.6
S,BEAR,True,-267.5,24.45,49,7.25,6.0,-5.0,11,2011-09-16,2011,0.132,31.97
S,NEUTRAL,False,-380.0,24.48,9,7.25,17.75,-11.0,10,2011-09-19,2011,1.168,30.98
L,BULL,True,457.5,24.48,43,7.25,3.0,9.5,11,2011-09-19,2011,1.168,30.98
L,NEUTRAL,False,-392.5,25.15,18,7.5,16.75,-16.0,12,2011-09-20,2011,0.291,32.73
S,BEAR,True,1945.0,24.35,70,7.25,1.25,39.25,09,2011-09-21,2011,0.066,32.86
L,BEAR,False,-380.0,24.35,24,7.25,34.5,-33.5,11,2011-09-21,2011,0.066,32.86
S,BULL,False,370.0,26.7,68,8.0,2.25,7.75,09,2011-09-22,2011,1.595,37.32
S,BULL,False,-430.0,27.45,16,8.25,10.0,-5.25,09,2011-09-23,2011,0.55,41.35
S,NEUTRAL,False,-180.0,27.45,41,8.25,8.0,-3.25,11,2011-09-23,2011,0.55,41.35
L,BEAR,False,320.0,27.45,15,8.25,1.75,6.75,13,2011-09-23,2011,0.55,41.35
L,BEAR,False,1520.0,26.75,65,8.0,1.75,30.75,09,2011-09-26,2011,0.521,41.25
L,BULL,True,-417.5,26.75,9,8.0,8.0,18.75,11,2011-09-26,2011,0.521,41.25
L,BEAR,False,1157.5,26.75,32,8.0,3.0,23.5,12,2011-09-26,2011,0.521,41.25
L,BEAR,False,-430.0,27.35,61,8.25,17.25,-10.0,09,2011-09-27,2011,1.175,39.02
L,BEAR,False,-430.0,27.35,5,8.25,22.25,-15.0,13,2011-09-27,2011,1.175,39.02
L,NEUTRAL,False,-442.5,28.07,36,8.5,23.75,-18.0,09,2011-09-28,2011,0.107,37.71
S,BEAR,True,357.5,28.07,20,8.5,5.75,7.5,13,2011-09-28,2011,0.107,37.71
S,BEAR,True,-130.0,27.55,61,8.25,6.0,-2.25,10,2011-09-29,2011,0.828,41.08
S,BEAR,True,-30.0,27.55,35,8.25,2.0,-0.25,12,2011-09-29,2011,0.828,41.08
S,BEAR,True,-430.0,27.55,8,8.25,18.25,-16.5,13,2011-09-29,2011,0.828,41.08
L,BEAR,False,-455.0,29.12,60,8.75,17.25,-16.5,09,2011-09-30,2011,1.0,38.84
L,BEAR,False,-455.0,29.12,57,8.75,17.0,-16.25,09,2011-09-30,2011,1.0,38.84
L,BEAR,False,-455.0,29.12,18,8.75,20.75,-20.0,11,2011-09-30,2011,1.0,38.84
S,BEAR,True,720.0,29.12,15,8.75,3.75,14.75,13,2011-09-30,2011,1.0,38.84
S,BULL,False,-505.0,32.75,3,9.75,41.25,-35.5,09,2011-10-04,2011,0.534,45.45
L,BULL,True,495.0,35.92,54,10.75,7.0,10.25,10,2011-10-05,2011,0.332,40.82
S,NEUTRAL,False,-530.0,34.55,51,10.25,14.25,-11.75,10,2011-10-06,2011,0.123,37.81
L,NEUTRAL,False,-542.5,34.77,20,10.5,16.5,-5.5,09,2011-10-07,2011,0.419,36.27
S,BULL,False,95.0,34.77,52,10.5,6.5,2.25,10,2011-10-07,2011,0.419,36.27
S,NEUTRAL,False,-542.5,34.77,13,10.5,13.25,-4.5,13,2011-10-07,2011,0.419,36.27
L,BEAR,False,395.0,34.77,25,10.5,6.5,8.25,13,2011-10-10,2011,0.825,36.2
S,NEUTRAL,False,-130.0,33.4,70,10.0,7.25,-2.25,09,2011-10-11,2011,0.438,33.02
L,NEUTRAL,False,-42.5,33.4,22,10.0,3.5,-0.5,13,2011-10-11,2011,0.438,33.02
L,BEAR,False,32.5,33.4,19,10.0,2.0,1.0,13,2011-10-11,2011,0.438,33.02
L,NEUTRAL,False,-492.5,31.95,52,9.5,10.75,-10.0,10,2011-10-12,2011,0.584,32.86
L,BULL,True,-492.5,31.95,28,9.5,13.5,-12.75,12,2011-10-12,2011,0.584,32.86
L,BEAR,False,420.0,30.32,71,9.0,3.75,8.75,09,2011-10-13,2011,0.145,31.26
L,BEAR,False,470.0,28.38,66,8.5,3.25,9.75,09,2011-10-14,2011,0.833,30.7
L,BEAR,False,-430.0,27.12,35,8.25,12.75,-11.75,09,2011-10-17,2011,0.274,28.24
L,BULL,True,1170.0,24.48,58,7.25,2.5,23.75,10,2011-10-18,2011,0.053,33.39
L,NEUTRAL,False,-367.5,23.65,34,7.0,21.25,-15.75,09,2011-10-19,2011,0.248,31.56
L,BULL,True,-355.0,22.85,4,6.75,14.5,2.0,09,2011-10-20,2011,0.092,34.44
L,BULL,True,232.5,22.85,23,6.75,0.25,5.0,13,2011-10-20,2011,0.092,34.44
L,BULL,True,-342.5,22.0,24,6.5,9.5,3.5,10,2011-10-21,2011,0.867,34.78
S,BULL,False,82.5,21.23,53,6.25,3.25,2.0,10,2011-10-24,2011,0.065,31.32
L,NEUTRAL,False,-330.0,20.82,66,6.25,11.5,-8.25,09,2011-10-25,2011,0.206,29.26
S,NEUTRAL,False,482.5,20.82,49,6.25,5.5,10.0,11,2011-10-25,2011,0.206,29.26
S,BEAR,True,-342.5,21.73,26,6.5,19.75,-15.25,10,2011-10-26,2011,0.651,32.22
S,NEUTRAL,False,-355.0,22.38,5,6.75,21.75,-15.75,10,2011-10-27,2011,1.709,29.86
L,BULL,True,457.5,22.38,40,6.75,1.5,9.5,11,2011-10-27,2011,1.709,29.86
S,NEUTRAL,False,-367.5,23.45,15,7.0,8.25,-7.0,09,2011-10-28,2011,0.417,25.46
L,BEAR,False,-367.5,23.05,9,7.0,18.0,-16.75,13,2011-10-31,2011,0.797,24.53
S,NEUTRAL,False,-80.0,23.1,70,7.0,6.75,-1.25,09,2011-11-01,2011,1.637,29.96
L,BULL,True,-367.5,23.1,5,7.0,13.75,-1.0,13,2011-11-01,2011,1.637,29.96
S,NEUTRAL,False,145.0,20.75,59,6.25,1.0,3.25,10,2011-11-02,2011,0.456,34.77
S,NEUTRAL,False,-330.0,20.75,8,6.25,10.75,-8.5,13,2011-11-02,2011,0.456,34.77
L,BULL,True,132.5,20.02,18,6.0,1.25,3.0,13,2011-11-03,2011,0.661,32.74
S,BEAR,True,-330.0,20.65,25,6.25,13.25,-10.75,10,2011-11-04,2011,0.436,30.5
L,BULL,True,-330.0,20.65,8,6.25,6.25,1.0,13,2011-11-04,2011,0.436,30.5
S,BULL,False,-330.0,21.12,23,6.25,15.0,-13.75,11,2011-11-07,2011,0.116,30.16
S,BULL,False,-330.0,21.12,1,6.25,15.25,-14.0,12,2011-11-07,2011,0.116,30.16
L,BEAR,False,995.0,21.57,55,6.5,0.75,20.25,10,2011-11-08,2011,0.333,29.85
L,BULL,True,232.5,21.57,15,6.5,1.5,5.0,13,2011-11-08,2011,0.333,29.85
L,BULL,True,-342.5,21.77,15,6.5,23.75,-20.75,11,2011-11-09,2011,1.513,27.48
S,BEAR,True,157.5,21.77,16,6.5,4.25,3.5,13,2011-11-09,2011,1.513,27.48
L,BEAR,False,432.5,21.82,66,6.5,4.25,9.0,09,2011-11-10,2011,0.873,36.16
L,BULL,True,-342.5,21.82,12,6.5,6.5,-0.75,13,2011-11-10,2011,0.873,36.16
L,BULL,True,-42.5,20.93,56,6.25,4.25,-0.5,10,2011-11-11,2011,0.777,32.81
S,BEAR,True,120.0,21.07,63,6.25,2.5,2.75,09,2011-11-14,2011,0.281,30.04
L,NEUTRAL,False,357.5,20.32,63,6.0,4.5,7.5,09,2011-11-15,2011,0.296,31.13
L,BULL,True,-180.0,20.32,23,6.0,3.75,-3.25,13,2011-11-15,2011,0.296,31.13
L,NEUTRAL,False,-317.5,20.38,58,6.0,13.75,-13.25,09,2011-11-16,2011,0.565,31.22
L,BULL,True,-317.5,20.38,7,6.0,23.75,-23.25,13,2011-11-16,2011,0.565,31.22
L,BULL,True,-342.5,21.45,23,6.5,23.75,-15.25,09,2011-11-17,2011,0.078,33.51
L,NEUTRAL,False,-342.5,21.45,14,6.5,22.0,-13.5,10,2011-11-17,2011,0.078,33.51
L,BEAR,False,-342.5,21.45,2,6.5,19.0,-10.5,11,2011-11-17,2011,0.078,33.51
S,NEUTRAL,False,-342.5,21.48,6,6.5,6.75,1.5,09,2011-11-18,2011,0.223,34.51
S,BEAR,True,207.5,21.48,57,6.5,2.25,4.5,10,2011-11-18,2011,0.223,34.51
S,BEAR,True,32.5,21.48,35,6.5,5.75,1.0,12,2011-11-18,2011,0.223,34.51
S,BEAR,True,-330.0,20.9,64,6.25,6.5,-0.5,09,2011-11-21,2011,0.918,32.0
S,NEUTRAL,False,-330.0,20.9,61,6.25,7.25,-1.25,09,2011-11-21,2011,0.918,32.0
S,BEAR,True,-330.0,20.9,18,6.25,11.0,-5.0,11,2011-11-21,2011,0.918,32.0
L,NEUTRAL,False,20.0,20.9,16,6.25,3.25,0.75,13,2011-11-21,2011,0.918,32.0
S,BEAR,True,-330.0,20.43,37,6.25,6.75,6.25,09,2011-11-22,2011,0.146,32.91
L,NEUTRAL,False,-67.5,20.43,59,6.25,4.0,-1.0,10,2011-11-22,2011,0.146,32.91
S,BEAR,True,-317.5,19.65,49,6.0,6.25,3.25,10,2011-11-23,2011,0.4,31.97
S,NEUTRAL,False,232.5,19.65,50,6.0,4.5,5.0,11,2011-11-23,2011,0.4,31.97
L,BEAR,False,-317.5,19.65,31,6.0,8.0,-6.0,12,2011-11-23,2011,0.4,31.97
L,NEUTRAL,False,-280.0,17.57,11,5.25,20.0,-15.75,09,2011-11-25,2011,0.081,33.98
S,NEUTRAL,False,82.5,18.55,59,5.5,2.25,2.0,10,2011-11-28,2011,1.949,34.47
L,BULL,True,-292.5,18.45,35,5.5,6.5,-2.75,10,2011-11-29,2011,0.186,32.13
L,BEAR,False,-267.5,16.95,9,5.0,5.5,-1.0,09,2011-12-01,2011,0.09,27.8
S,BEAR,True,257.5,15.22,47,4.5,3.0,5.5,11,2011-12-02,2011,0.645,27.41
S,BEAR,True,7.5,15.68,21,4.75,2.75,0.5,13,2011-12-05,2011,0.968,27.52
S,NEUTRAL,False,-255.0,15.7,52,4.75,8.75,2.25,09,2011-12-06,2011,0.064,27.84
S,BULL,False,-255.0,15.47,13,4.75,16.5,-13.75,10,2011-12-07,2011,0.115,28.13
S,BEAR,True,-255.0,16.0,19,4.75,6.0,5.25,12,2011-12-08,2011,0.562,28.67
L,BEAR,False,-280.0,17.8,15,5.25,6.75,2.75,09,2011-12-12,2011,0.614,26.38
S,BEAR,True,-67.5,19.73,60,6.0,4.5,-1.0,10,2011-12-15,2011,0.629,26.04
S,BEAR,True,70.0,19.73,20,6.0,2.75,1.75,13,2011-12-16,2011,0.3,25.11
L,NEUTRAL,False,-317.5,19.65,3,6.0,18.25,-15.0,09,2011-12-19,2011,0.301,24.29
L,BULL,True,220.0,20.2,26,6.0,0.5,4.75,13,2011-12-20,2011,0.96,24.92
S,BEAR,True,-330.0,20.85,11,6.25,7.5,-4.25,13,2011-12-21,2011,0.077,23.22
S,BULL,False,-317.5,20.2,69,6.0,6.25,-4.5,09,2011-12-22,2011,0.297,21.43
S,BEAR,True,120.0,16.7,46,5.0,2.0,2.75,11,2011-12-28,2011,0.025,21.91
L,NEUTRAL,False,-67.5,16.7,17,5.0,2.25,-1.0,13,2011-12-28,2011,0.025,21.91
S,NEUTRAL,False,220.0,14.88,63,4.5,0.75,4.75,09,2011-12-30,2011,0.064,22.65
S,BEAR,True,-230.0,14.5,13,4.25,4.75,-0.25,12,2012-01-03,2012,1.048,23.4
L,BULL,True,157.5,13.78,35,4.25,0.5,3.5,12,2012-01-04,2012,0.228,22.97
S,BULL,False,-205.0,12.38,12,3.75,4.0,-0.75,09,2012-01-06,2012,0.215,21.48
S,BEAR,True,32.5,11.22,32,3.25,2.0,1.0,12,2012-01-10,2012,0.708,21.07
L,BULL,True,107.5,10.82,25,3.25,1.5,2.5,13,2012-01-11,2012,0.176,20.69
S,BEAR,True,-180.0,10.93,16,3.25,6.75,-6.75,10,2012-01-12,2012,0.176,21.05
L,BULL,True,307.5,11.03,59,3.25,2.0,6.5,10,2012-01-18,2012,0.025,22.2
L,BEAR,False,-180.0,10.45,2,3.25,6.0,0.25,10,2012-01-23,2012,0.025,18.28
L,BEAR,False,-205.0,12.6,32,3.75,10.25,-4.5,09,2012-01-26,2012,0.321,18.31
S,NEUTRAL,False,-217.5,13.45,60,4.0,5.5,-1.0,09,2012-01-27,2012,0.334,18.57
S,BULL,False,-217.5,13.45,24,4.0,6.5,-2.0,12,2012-01-27,2012,0.334,18.57
S,BEAR,True,-217.5,13.55,32,4.0,5.0,-3.25,10,2012-01-31,2012,0.335,19.4
S,NEUTRAL,False,132.5,13.78,62,4.25,3.75,3.0,10,2012-02-01,2012,0.522,19.44
L,BULL,True,70.0,13.03,16,4.0,0.5,1.75,13,2012-02-02,2012,0.111,18.55
L,BULL,True,57.5,13.25,30,4.0,1.25,1.5,12,2012-02-06,2012,0.208,17.1
L,NEUTRAL,False,-217.5,13.0,7,4.0,7.25,1.75,09,2012-02-08,2012,0.037,17.65
S,BULL,False,-180.0,10.72,62,3.25,4.0,-3.0,09,2012-02-10,2012,0.548,18.63
L,BULL,True,170.0,10.45,44,3.25,1.0,3.75,11,2012-02-13,2012,0.416,20.79
S,NEUTRAL,False,-30.0,10.45,29,3.25,1.5,-0.25,12,2012-02-13,2012,0.416,20.79
L,BEAR,False,-167.5,9.85,17,3.0,5.0,5.25,11,2012-02-14,2012,0.195,19.04
S,NEUTRAL,False,157.5,9.35,28,2.75,1.75,3.5,12,2012-02-15,2012,0.195,19.54
L,NEUTRAL,False,120.0,10.93,67,3.25,2.5,2.75,09,2012-02-17,2012,0.292,19.22
S,NEUTRAL,False,145.0,9.95,64,3.0,0.75,3.25,09,2012-02-22,2012,0.121,18.19
L,BULL,True,-67.5,9.95,19,3.0,2.75,-1.0,13,2012-02-22,2012,0.121,18.19
S,BULL,False,95.0,10.12,62,3.0,2.5,2.25,10,2012-02-24,2012,0.06,16.8
S,NEUTRAL,False,-167.5,9.97,1,3.0,10.75,-7.5,09,2012-02-27,2012,0.351,17.31
S,BULL,False,-42.5,10.95,62,3.25,1.0,-0.5,10,2012-02-28,2012,0.012,18.19
L,BEAR,False,-180.0,10.68,3,3.25,16.0,-10.25,09,2012-02-29,2012,0.072,17.96
S,BEAR,True,-5.0,10.18,23,3.0,2.25,0.25,13,2012-03-02,2012,0.132,17.26
L,NEUTRAL,False,-167.5,10.38,1,3.0,5.75,0.5,09,2012-03-05,2012,0.121,17.29
L,NEUTRAL,False,207.5,10.38,62,3.0,1.75,4.5,10,2012-03-05,2012,0.121,17.29
S,BEAR,True,157.5,10.95,62,3.25,1.5,3.5,10,2012-03-06,2012,0.762,18.05
L,BULL,True,-180.0,11.03,41,3.25,4.0,-0.75,10,2012-03-09,2012,0.085,17.95
S,BEAR,True,-180.0,11.22,64,3.25,3.25,-2.75,09,2012-03-12,2012,0.096,17.11
S,NEUTRAL,False,-180.0,10.45,42,3.25,4.5,-3.0,09,2012-03-20,2012,0.402,15.04
L,NEUTRAL,False,32.5,10.32,65,3.0,2.5,1.0,09,2012-03-21,2012,0.024,15.58
L,BULL,True,-67.5,10.32,16,3.0,2.75,-1.0,13,2012-03-21,2012,0.024,15.58
S,BEAR,True,-130.0,10.07,50,3.0,2.5,-2.25,11,2012-03-22,2012,0.51,15.13
L,NEUTRAL,False,-167.5,10.07,16,3.0,4.75,1.75,12,2012-03-22,2012,0.51,15.13
L,BULL,True,157.5,9.8,27,3.0,0.5,3.5,12,2012-03-23,2012,0.036,15.57
L,NEUTRAL,False,-180.0,11.15,59,3.25,5.0,-5.0,09,2012-03-27,2012,0.118,14.26
S,BEAR,True,-180.0,10.53,20,3.25,11.0,-9.25,11,2012-03-29,2012,0.379,15.47
L,BEAR,False,457.5,10.53,28,3.25,0.25,9.5,12,2012-03-29,2012,0.379,15.47
L,BEAR,False,-180.0,10.85,5,3.25,5.25,3.0,09,2012-03-30,2012,0.332,15.48
S,BEAR,True,107.5,12.85,16,3.75,1.75,2.5,13,2012-04-05,2012,0.202,16.44
S,NEUTRAL,False,132.5,13.72,40,4.0,2.0,3.0,11,2012-04-11,2012,0.557,20.39
S,BULL,False,-217.5,13.72,1,4.0,12.5,-12.25,09,2012-04-12,2012,0.109,20.02
L,BEAR,False,-230.0,14.12,4,4.25,9.75,-8.5,09,2012-04-13,2012,0.286,17.2
S,BULL,False,232.5,14.65,72,4.5,2.25,5.0,09,2012-04-18,2012,0.191,18.46
L,NEUTRAL,False,-230.0,13.95,4,4.25,18.25,-11.25,10,2012-04-19,2012,0.132,18.64
S,BULL,False,220.0,15.05,69,4.5,3.25,4.75,09,2012-04-20,2012,0.276,18.36
S,NEUTRAL,False,-242.5,15.05,25,4.5,7.25,-6.0,09,2012-04-23,2012,0.732,17.44
L,BULL,True,-242.5,15.1,40,4.5,5.0,1.75,10,2012-04-24,2012,0.048,18.97
S,NEUTRAL,False,-142.5,15.1,32,4.5,3.25,-2.5,12,2012-04-24,2012,0.048,18.97
S,BULL,False,-217.5,13.3,34,4.0,9.75,-8.5,09,2012-04-26,2012,0.179,16.82
S,BULL,False,-192.5,11.38,7,3.5,3.75,7.5,10,2012-05-01,2012,0.071,17.15
S,BEAR,True,-192.5,11.72,5,3.5,8.0,-6.0,09,2012-05-02,2012,0.308,16.6
L,BULL,True,57.5,11.72,35,3.5,1.25,1.5,12,2012-05-02,2012,0.308,16.6
L,BEAR,False,-192.5,11.35,12,3.5,11.0,-10.0,09,2012-05-04,2012,0.298,17.56
L,BEAR,False,-205.0,12.45,2,3.75,9.0,6.0,09,2012-05-08,2012,0.41,18.94
L,BEAR,False,257.5,13.45,62,4.0,0.75,5.5,10,2012-05-09,2012,0.629,19.05
L,BULL,True,-42.5,13.45,45,4.0,3.0,-0.5,11,2012-05-09,2012,0.629,19.05
L,BULL,True,-242.5,14.85,25,4.5,7.75,-2.0,12,2012-05-10,2012,0.498,20.08
L,NEUTRAL,False,-230.0,14.47,23,4.25,10.0,-9.0,11,2012-05-11,2012,0.533,18.83
S,BEAR,True,-242.5,15.28,10,4.5,9.5,1.0,09,2012-05-14,2012,0.607,19.89
S,NEUTRAL,False,-255.0,15.7,4,4.75,5.75,8.25,09,2012-05-15,2012,0.024,21.87
L,BULL,True,-255.0,15.7,11,4.75,15.0,-12.0,11,2012-05-15,2012,0.024,21.87
S,NEUTRAL,False,720.0,15.35,71,4.5,2.25,14.75,09,2012-05-16,2012,0.27,21.97
S,NEUTRAL,False,470.0,15.35,56,4.5,1.0,9.75,10,2012-05-16,2012,0.27,21.97
L,NEUTRAL,False,-255.0,16.1,10,4.75,18.25,-17.25,09,2012-05-17,2012,0.012,22.27
L,BEAR,False,-267.5,17.02,13,5.0,14.75,-14.0,09,2012-05-18,2012,0.323,24.49
L,BULL,True,532.5,17.12,54,5.25,0.5,11.0,10,2012-05-21,2012,0.275,25.1
L,BULL,True,-292.5,18.25,6,5.5,16.75,-9.25,10,2012-05-22,2012,0.074,22.01
S,NEUTRAL,False,332.5,18.25,41,5.5,1.0,7.0,11,2012-05-22,2012,0.074,22.01
S,BULL,False,-292.5,18.3,40,5.5,18.5,-15.5,10,2012-05-23,2012,0.395,22.48
L,NEUTRAL,False,-292.5,18.65,22,5.5,8.25,6.5,10,2012-05-24,2012,0.222,22.33
S,BEAR,True,-292.5,18.65,41,5.5,10.0,-9.5,11,2012-05-24,2012,0.222,22.33
L,BEAR,False,-292.5,18.65,7,5.5,5.5,9.25,12,2012-05-24,2012,0.222,22.33
L,NEUTRAL,False,420.0,17.6,51,5.25,3.25,8.75,10,2012-05-29,2012,0.222,21.76
S,BEAR,True,-280.0,17.6,35,5.25,10.5,-9.75,11,2012-05-29,2012,0.222,21.76
L,BEAR,False,-280.0,17.18,22,5.25,7.0,-6.5,09,2012-05-30,2012,0.661,21.03
L,BULL,True,-192.5,16.65,31,5.0,3.75,-3.5,12,2012-05-31,2012,0.136,24.14
L,NEUTRAL,False,-180.0,16.65,16,5.0,3.5,-3.25,13,2012-05-31,2012,0.136,24.14
S,BEAR,True,270.0,16.43,22,5.0,2.75,5.75,13,2012-06-01,2012,0.881,24.06
S,NEUTRAL,False,70.0,16.27,64,5.0,4.75,1.75,09,2012-06-04,2012,0.202,26.66
L,BEAR,False,-242.5,15.03,56,4.5,5.75,-1.5,10,2012-06-07,2012,0.655,22.16
L,BULL,True,670.0,15.25,51,4.5,1.0,13.75,10,2012-06-08,2012,0.247,21.72
L,BEAR,False,-267.5,16.43,40,5.0,17.0,-16.0,09,2012-06-11,2012,0.393,21.23
L,BULL,True,-317.5,19.9,11,6.0,14.25,-8.75,12,2012-06-13,2012,0.359,22.09
L,NEUTRAL,False,545.0,20.43,68,6.25,1.25,11.25,09,2012-06-14,2012,0.1,24.27
L,BULL,True,395.0,20.43,44,6.25,3.5,8.25,11,2012-06-14,2012,0.1,24.27
L,BULL,True,445.0,20.3,46,6.0,1.5,9.25,11,2012-06-15,2012,0.123,21.68
S,BULL,False,-317.5,19.68,48,6.0,6.75,-6.0,09,2012-06-18,2012,0.392,21.11
S,BULL,False,57.5,19.5,60,5.75,5.25,1.5,10,2012-06-19,2012,0.208,18.32
S,BULL,False,-305.0,19.32,36,5.75,5.75,-0.75,09,2012-06-20,2012,0.061,18.38
L,BEAR,False,-305.0,19.32,11,5.75,8.75,1.25,12,2012-06-20,2012,0.061,18.38
L,BEAR,False,-292.5,18.75,6,5.5,25.0,-24.25,09,2012-06-21,2012,0.024,17.24
S,BEAR,True,657.5,18.75,37,5.5,0.25,13.5,12,2012-06-21,2012,0.024,17.24
L,BEAR,False,145.0,20.5,37,6.25,0.25,3.25,12,2012-06-22,2012,0.359,20.08
L,NEUTRAL,False,-5.0,19.38,21,5.75,2.25,0.25,13,2012-06-25,2012,0.543,18.11
L,BULL,True,195.0,17.65,32,5.25,1.25,4.25,12,2012-06-26,2012,0.212,20.38
S,NEUTRAL,False,-117.5,16.98,63,5.0,4.25,-2.0,09,2012-06-27,2012,0.099,19.72
L,NEUTRAL,False,345.0,16.4,66,5.0,1.25,7.25,09,2012-07-02,2012,0.049,17.08
L,BULL,True,157.5,16.1,9,4.75,1.25,3.5,11,2012-07-03,2012,0.049,16.8
L,BEAR,False,-205.0,12.25,20,3.75,4.75,5.5,09,2012-07-06,2012,0.63,17.5
S,BEAR,True,-205.0,12.25,33,3.75,7.5,-7.5,11,2012-07-06,2012,0.63,17.5
S,NEUTRAL,False,-205.0,12.15,35,3.75,5.75,-5.5,11,2012-07-09,2012,0.231,17.1
S,BEAR,True,520.0,11.72,49,3.5,0.25,10.75,11,2012-07-10,2012,0.22,17.98
S,NEUTRAL,False,-55.0,12.85,56,3.75,3.5,-0.75,10,2012-07-11,2012,0.025,18.72
S,NEUTRAL,False,-217.5,12.95,16,4.0,12.0,-5.75,09,2012-07-12,2012,0.442,17.95
